Language_name,I,all,ash,bark,belly,big,bird,bite,black,blood,bone,breast,burn,claw,cloud,cold,come,die,dog,drink,dry,ear,earth,eat,egg,eye,feather,fire,fish,flesh,fly,foot,full,give,good,grease,green,hair,hand,head,hear,heart,horn,hot,kill,knee,know,leaf,lie,liver,long,louse,man,many,moon,mountain,mouth,name,neck,new,night,nose,not,one,path,person,rain,red,root,round,sand,say,see,seed,sit,skin,sleep,small,smoke,stand,star,stone,sun,swim,tail,that,this,tongue,tooth,tree,two,walk,water,we,what,white,who,woman,yellow,you
Marba,,,,,,,,,,buzu,assoh,appo,,,,,mb~a,mit,adi,Ci,,hum,,,,ir,,akku,kluf,,,,,,,,,,abo,,hum,,,,,gigif,,,,aduduk,,,,,,,,simi,,,,aCin,,,lovot,sa,,,,,,,we,,,,,,,,CiCiw,,affat,,,,,sin,si,aggu,,,mbyo,,,,,,,
Mardan Pashto,z3,,,,,,,,,win3,aduke,sina,,,,,rax,mar,spe,sk3,,xw~3g,,,,st3rg3,,our,m3ye,,,,,,,,,,las,,wred3,,xk3r,,,,,pana,,,,,,,,,,num,,nEwe,Spa,poza,,y3u,lar,s3re,,,,,,,lid3,,,s3rm3n,,,,,store,kane,nw~ar,,,,,jib3,xax,w3n3,dw~a,,ub3,muN,,,,,,t3
Marengar,yin,,,,,,,,,wulkirim,palkum,yeNi,,,,,,,waty~an,,,taNi,,,,mi,,ty~enty~i,,,,,ty~iripinNi,,,,,,wunti,,,,,,,peNki,,marir,,paty~u,,,,,,,,puma,,yaNi,nity~i,yen,,Ninty~i,,,,,,,,,,,,tatipi,,,,,witli,karalal,panti,,,,,NininiN,ter,tawur,ty~ity~uk,,wuti,kaNkinim,,,,,,ni5
Mareshk Khorasani,mEn,,,,,,,,,xun,,emjEk,,,,,gel,el,it,iC,,Golox,,,,gez,,ot,,,,,dolu,,,,,,el,,eSit,,,,,diz,,balik,,irEk,,bit,,,,dox,,,,toza,oSam,burn,,bir,yol,kiSi,,,,,,,ger,,,deri,,,,,yulduz,taS,gin,,,,,dil,diS,dErat,iki,,su,biz,,,,,,sin
Margany,Naya,,,,,,,,,,yarun,Namun,,,,,burba,gari,Nuran,yuga,,maNa,,,,dili,,budi,wina,,,,manta,,,,,,mara,,,,,,,mugu,,,,,,,,,,,,4ari,,,,gu,,waNgara,,madi,,,,,,,naga,,,yuth~al,,,,,budu,,duru,,,,,dala5,ita,baga,,,gamuNu,Nana,,,,,,yinda
Margi,,,,,,,,,,mamCi,dixi,u7w~a,,,,,waz3gu,mtu,xy~a,a sa,,Limi,,,,li,,u7u,kifi,,,,,,,,,,,,Nar,,t3l3m,,,wund~i,,iLali,,mb~3l,,j3Ng~ar,,,,Nw~u,,Lim,,bilin,vi7i,mCir,,taN,lagu,mdu,,,,,,,wulEry~u,,,mCi,,,,,Sasilga,ns3ka,b3Ci,,,,,ky~3r,xy~ir,wu,m3Lu,,yimi,,,,,,,
Margu,Nada,,,,,,,,,diTariT,aruwa,,,,,,NaTaxay,luan,xaliT,yinbun,,romad,,,,dala,,Tuna,miTu,,,,mambal,,,,,,manawiyi,,alalgu,,,,,aibilg,,Nolmumu,,NalgiT,,minaN,,,,mudu,,gaNaiT,,xiniyud,,,,ruga,alan,geiag,,,,,,,lumi,,,larar,,,,,wulariT,xaiyaiT,muri,,,,,Naryad,xiyin,Tuna,wuryarg,,wobaiT,NaraNan,,,,,,nidi
Mari,ci,,,,,,,,,bwik,kurukwan,tut,,,,,waba7,gimomp,kiam,wonum,,diNan,,,,maragara,,zah,,,,,gihuwoNk,,,,,,baNkian,,agugaioNuwa,,,,,hogonugun,,yahan,,nugwan,,gur,,,,NoriN,,biNon,,hori,mikwon,hohin,,pisinta7,naNkuburam,garam,,,,,,,wararap,,,dinibuit,,,,,wantuaN,sakuak,gubuak,,,,,man,nihuan,gai,irukaNkua7,,pui7,ogai,,,,,,aguwo
Maria,na,,,,,,,,,aura,nana,hihu,,,,,baa,,auna,iri,,anama,,,,nauna,,isa,oru7ari,,,,bahaoni,,,,,,,,nada,,,,,aho,,yabo a,,aba,,gua,,,,ba7aba,,ro7a,,ru7ai,uruha,,,aapima,daya,ara,,,,,,,oa,,,raha,,,,,ia,baga,mada7a,,,,,apia,gada,oruma,yama,,oru,ona,,,,,,ya
Maria Chimalapa,3cci7,aNtene,kuy ham,naka,cek,w3ti7,hon,,y3k,n3pin,pak,hon,k3N,k3cus,,wayay,min,kah,nu7u,uk,yak y3c,tac3k,nas,k3s oy,po7ok,wit3m,p3k,hukut3,koke,sis,kek,maN kuy,yag aN tas,ci7,,grasa,cuhus,way,k37,way,matoN,cokoy,,nuc,yak kah,koma,mus,ay,moN k3take,cokoy,p3hi,awat,p3n,s3h37,sepe7,,h3p,n3hi,,home7,cu7hi,kin3,wat kaha,tum3,tuN,,tuh,capac,wac,,hawe7,n3m,is,puh,c3nay,naka,moN,,o7ma7,maN3y,maca7,ca7,hama,yun,tuc,,y37 p37,yen kuy,t3c,kuy,mec a7aN,tuNah,n37,newiny~nen,ti,popo7,iw3,yom37,puci7,micci7
Maria Maranomu 1,na,,,,,,,,,et373,nena,hihu,,,,,o7e,,auna,iri,,anema,,,,nounga,,isa,uena,,,,oruvahaoni,,,,,,,,nede,,,,,,,yabo ye,,eva,,gue,,,,ba7ahu,,ro7a,,,uruha,uruma,,y7ohi,taye,,,,,,,,oye,,,rag,,,,,ia,vaiga,meida7a,,,,,ahie,gade,yabo,yema,,oru,ona,,,,,,ya
Mariadei,,,,,,,,,,madi,pai,,,,,,nore,nowe,maye,,,abarome,,,,ami,,nona,dija,,,,tai,,,,,,anem,,ank~abayar,,,,,bugam,,manapa,,,,eme,,,,,,tame,,wanine,,atum,,tabo,unand~oi,batan,,,,,,,rato,,,kea,,,,,tum,oroma,uma,,,,,,,,diru,,mana,,,,,,,
Maricopa,,,,,,,,,,yixw~it,Sak,,,,,,ka8ik,puyk,xat,ksim,,Smaly~k,,,,i8o,,aw,Ci,,,,tam7ork,,,,,,iSaly~,,k7avk,,ikw~e,,,,,xamaly~,,yiSavsi,,,,,,,,muly~,,,ti5am,ixu,,Sent~ik,vu5e,ipa,,,,,,,kiyuk,,,,,,,,xamSe,vi,5a,,,,,ipal,i8o,,xavik,,xa,,,,,,,
Maridan,yikin,,,,,,,,,wulkirim,amuwa,yeNi,,,,,,,waty~an,,,ty~eNi,,,,miri,,ty~enty~i,,,,,pakwuyty~,,,,,,punti,,,,,,,peNki,,muliNi,,apuritli,,,,,,,,puma,,yeNi,nity~i,yen,,Nanty~ipe,,,,,,,,,,,,teripiri,,,,,witli,karitla,panti,,,,,Naltiritiri,tiyer,tawur,pi5iti,,wuti,NaNkinim,,,,,,na5
Marind Bian,nok,,,,,,,,,do,hiau,,,,,,ma,,Ngat,,,,,,,kind,,tekaf,,,,,,,,,,,seNga,,,,,,,,,,,,,nhun,,,,,,igiz,,,xap,,,iska,,,,,,,,,idih,,,lul,,,,,,seNga,ketane,,,,,,geigae,de,inah,,adaka,nok,,,,,,ox
Marindineesch,nok,,,,,,,,,do,wap,ber,,,,,man,kahivd,Nat,hi,,kambet,,,,kind,,takav,awe,,,,,,,,,,saNa,,gan,,,,,mig,,Nor,,,,bamb,,,,,,igiz,,noh,hap,aNip,,izakod,kai,anem,,,,,,,,,,ugu,,,,,wayar,katar,katane,,,,,unum,maNat,de,inah,,adaka,kake nok,,,,,,oh
Marinduque Tagalog,qaku,,,,,,,,,duguq,butqu,susu,,,,,,mamatay,qasu,qinum,,tayNa,,,,mata,,qapuy,qisdaq,,,,,,,,,,kamay,,dinig,,,,,,,dahun,,qatay,,kutu,,,,,,paNalan,,bagu,gabqi,qiluN,,qisa,daqan,tawu,,,,,,,kita,,,balat,,,,,bituqin,batu,,,,,,dilaq,Nipin,,dalwa,,tubig,kita,,,,,,qikaw
Marino,inau,,,,,,,,,dai,suri,susu,,,,,sumai,mate,wiriu,,,kpw$oro,,,,mata,,abi,ixa,,,,,,,,,,lima,,roroNo,,,,,kpw$ou,,dou,,kpw$akpw$a,,xutu,,,,rewo,,sasa,,,kpw$oNi,lisu,,tewa,sala,,,,,,,,ete,,,binu,,,,,bitiu,batu,aloa,,,,,lueme,liwo,xeixa,rua,,bei,xida,,,,,,iniko
Marithiel,yikin,,,,,,,,,wulkirim,muwa,yeNi,,,,,,,waty~an,,,ty~aNi,,,,miri,,ty~enty~i,,,,,,,,,,,punti,,,,,,,peNki,,muliNi,,puritli,,,,,,,,puma,,yaNi,nity~i,yen,,Ninty~i,,,,,,,,,,,,teripiri,,,,,witli,karitla,panti,,,,,Naltiritiri,tiyer,tawur,ty~ity~ukuni,,wuti,NaNkinim,,,,,,na5
Marityaben,yikin,,,,,,,,,wulkirim,muwa,yeNi,,,,,,,waty~an,,,ty~eNi,,,,miri,,ty~enty~i,,,,,tiyer,,,,,,punti,,,,,,,peNki,,muliNi,,puriLi,,,,,,,,mari,,,nity~i,yen,,Ninty~i,,,,,,,,,,,,teripiri,,,,,witli,karitla,panti,,,,,Naltiritiri,tiyer,tawur,ty~ity~ukuni,,wuti,NaNkinim,,,,,,na5
Marka,n,,,,,,,,,yuru,kuru,si,,,,,na,sa,wuru,mi,,to,,,,5a,,ta,yiE,,,,pa,,,,,,bo,,mw~i,,,,,kuNw~i,,pla,,biE,,5ami,,,,kuru,,tw~o,,kura,su,nu,,Te,sira,mo,,,,,,,ye,,,go,,,,,lolo,bE,te,,,,,niE,5i,yi,fla,,zie,a,,,,,,e
Marovo,raka,,,,,,,,,5uka,susuri,CuCu,,,,,mae,lENg~u,cie,mb~ei,,taliNi,,,,mata,,ikucu,ihana,,,,,,,,,,lima,,avoso,,,,,,,rokoroko,,kola,,hutu,,,,,,kila,,haNg~uru,ipu,isu,,meka,huana,tinoni,,,,,,,omi,,,korekore,,,,,ceru,ind~aka,,,,,,mea,livo,,karua,,kavo,hita,,,,,,hoi
Marphatan Thakali,na,,,,,,,,,ka,naku,ku,,,,,Con,si,nakyu,th~un,,na,,,,mi,,mi,tarana,,,,,,,,,,ya,,th~e,,ru,,,,,pa,,cimpa,,se,,,,kan,,min,,sam,mun,na,,ki,kyam,mi,,,,,,,mran,,,ti,,,,,tara,yumpa,tin,,,,,le,sa,tun,ni,,kyu,nyan,,,,,,ki
Marquesan Nukuhiva,au,paotutemoumea,ke7ehuahi,akau,kopu,karaiha,manu,kakahu,ke7eke7e,toto,ivi,,u7a,,kohe,kama7i7i,he7emai,matenui,peto,inu,mo7o,pua7ika,epo,kaikai,mama7imoa,mata,hu7uhu7u,ahi,ika,,,vae,,tuku,kanahau,,autite7e,ouoho,ima,upoko,oko,houpo,,,kukumi,,ite,au,moe,ate,oa,kutu,vahana,meanui,hahune,mouka,haha,ikoa,kaki,hou,po,ihu,a7o7e,tahi,va7anui,enana,ua,pukiki,aka,,one,pe7au,ti7ohi,kakano,noho,ki7i,hiamoe,kaiu,auahi,ma7o,fetu,ke7a,oumati,kau,ve7o,te7a,tenei,e7o,niho,akau,ua,taha,vai,tatou,aha,tava7i7e,vai,vehine,ku7uha,koutou
Marriammu,yikin,,,,,,,,,wulkirim,muwa,yeNi,,,,,,,wety~an,,,ty~eNi,,,,miri,,ty~enty~i,,,,,tiyer,,,,,,punti,,,,,,,peNki,,muliNi,,puritli,,,,,,,,puma,,yeNi,nity~i,yen,,Ninty~i,,,,,,,,,,,,teripiri,,,,,witli,karitla,panti,,,,,Naltiritiri,tiyer,tawur,ty~ity~ukuni,,wuti,NaNkinim,,,,,,na5
Marshallese,Nah,,,,,,,,,dah,diy,yitit,,,,,,mi,,nimE,,jilN,,,,maj,,,yapil,,,,,,,,,,pay,,reNw~,,,,,,,,,yaj,,kij,,,,,,yat,,,bw~iw,bw~awat,,ji,yiyaL,harmi,,,,,,,lEw,,,kil,,,,,yijiw,haji,,,,,,lEw,Niy,,riwE,,dan,,,,,,,kw~E
Martu Wangka,,,,,,,,,,miji,,Namba,,,,,,miturriNu,jarntu,jikirnu,,pina,,,,kuru,,karla,,,,,munku,,,,,,mara,,NaNkurnu,,,,,murti,,mipi,,,,,,,,purli,,ini,,kamparra,muNa,mulya,,kuju,karrukarru,puntu,,,,,,,5akuni,,,,,,,,kurtalya,purli,jirntu,,,,,5arli5pa,yirra,warta,kujarra,,kalyu,Nayunpa,,,,,,5untu
Martuthunira,Nayu,,,,,,,,,yuNkata5u,kata,piwi,,,,,kanari,4unt~inpa,muyi,paya,,kuliya,,,,paniya,,kaLa,kuLamp~a,,,,wi5a,,,,,,mara,,kuliya,,patarara,,,manpur,,wuruLwa,,Namari,,,,,,paLa,,yini,,kuwarira,wayala,muLa,,kalika,maLara,na5ara,,,,,,,pura5i,,,,,,,,,paLa,yakaraNu,,,,,yaLuru,Nant~ari,kaLaran,kayara,,kayulu,Naliwa,,,,,,katu
Maru,,,,,,,,,,sa,Si,,,,,,lo,Sit,kh~a,Saut,,no,,,,my~o7,,mi,No,,,,by~aN,,,,,,lo7,,gy~o,,,,,pat,,fo7,,saN,,Sin,,,,bam,,maN,,a,mi,no,,de,khy$o,by~u,,,,,,,my~a,,,,,,,,gi,lau,ba,,,,,So,cei,sak,,,xit,,,,,,,
Marubo,3a,,,,,,,,,imiki,Sau,Suma,,,,,,wapiSua,wapa,aka,,panSu,,,,w3ru,,Ci,yapa,,,,mataka,,,,,,m3vi,,ni*ka,,maSu,,,ravuSu,,p3i,,taka,,ia,,,,maCi,,na3,,v3naCa,yam3,rukin,,w3stis3,wai,,,,,,,,ui,,,Saka,,,,,iSi,SaSu,vari,,,,,ana r3vu,S3ta,iwi,r3b3oki*,,waka,nuk3,,,,,,mia
Marwari,mE*,,,,,,,,,loi,,,,,,,ano,m3r,,,,kan,,,,,,lay,m3Th~3li,,,,,,,,,,,,sun,,,,,godo,,p3to,,,,,,,,dung3r,,,,,rat,nak,,ek,s3r3k,,,,,,,,dekh~,,,Tam,,,,,bh~a*tE,,,,,,,Tib,,Tal,do,,pani,mhe,,,,,,tu
Masaba,ise,,,,,,,,,fuki,kumb~a,bele,,,,,ica,fwa,bw~a,5w~a,,ru,,,,moni,,lilo,5eni,,,,cula,,,,,,Nkh$ono,,hulila,,ika,,,sikamo,,ru,,ni,,da,,,,kulu,,sina,,sy~axa,lo,hulu,,tw~ela,cila,nt~u,,,,,,,bona,,,hafu,,,,,5esi,bale,5aNg~a,,,,,limi,ino,sala,bili,,eci,ife,,,,,,iwe
Masalit,ama,,,,,,,,,fariN,konj~i,aNg~uini,,,,,ar,ond~i,inj~e,aNaN,,kw~oyo,,,,kogi,,wasi,ku5o,,,,biNg~a,,,,,,koro,,inaN,,kami,,,kadiNy~o,,kw~oyo,,Nati5a,,akiNg~i,,,,jebel,,mirsi,,Nund~i,kosaN,durmi,,to,turfu,knaggy~,,,,,,,iser,,,baro,,,,,kiyE,ditEra,ayiNg~e,,,,,gelm~edi,kaTiNe,siNy~i,barra,,sa,mi,,,,,,
Masan Wa,o7,,,,,,,,,nam,si7aN,,,,,,hoik,Zum,so7,,,hiok,,,,Nai,,,ka7,,,,,,,,,,tE7,,Niat,,rauN,,,grioN,,La7,,katom,,sEi7,,,,gh~oN,,,,,ph~un bh~u,muh,,th~Ei7,,ph~ui,,,,,,,kia,,,,,,,,sem7uiN,,siNEi7,,,,,dak,raN,kh~o7,ra,,ro7om,Zi7,,,,,,mEi7
Masana,,,,,,,,,,busuna,sokna,mira,,,,,mai,mita,dina,Capo,,homano,,,,irano,,kuta,kulufna,,,,,,,,,,,,homa,,miokNa,,,Nulafano,,humguna,,duka,,tEnk~EdEfna,,,,hida,,sEmda,,wilia,hEnjEta,Ciname,,tum,hagata,sana,,,,,,,8ua,,,bakNa,,,,,Ciwta,gorh~ina,fata,,,,,sinano,siano,guna,ma7,,nina,,,,,,,
Masana Pogo,,,,,,,,,,puzuna,sokNa,pw~3n3,,,,,b3w3,mituwa,dina,C3mu,,humb~a,,,,ira,,kuda,kuluva,,,,,,,,,,,,huma,,miyeka,,,fw~okiva,,Labana,,dugtuka,,dara,,,,yind~a,,Sema,,wiliye,jigara,Cina,,tiy3w,fw~ota,s3na,,,,,,,w3mu,,,p3k t3nu,,,,,Cuwra,kw~3yera,f3ta,,,,,sind~a,sina,kunguloma,mb~a,,yowino,,,,,,,
Masarwa Kakia,N,,,,,,,,,!xa*u*,!ka,!xansa,,,,,Si,!a,!xai,"k""a*",,!nwa,,,,"!k""we*",,!a,,,,,!gum,,,,,,"!k""a",,Cau,,!konSa,,,!ko*!naN,,!gana,,,,,,,,!num,,"!k""a*u*",,!xwe,!noe,!nu Ca,,!kw7e,dau,tu,,,,,,,!ne,,,"t""im",,,,,!kwanate,!nile,!on,,,,,!ani,!xu*,!moe,!num,,!kha,i,,,,,,a
Masarwa Tati,Ci,,,,,,,,,"t""aka",n!gwa,sam,,,,,ya,gurihe,aba,!kxa,,Ce,,,,Cai,,!te,,,,,!gwea,,,,,,cau,,CeCe,,N!gaare,,,kukuru,,!gana,,Ce,,!gam,,,,!goa,,!kun,,!kao,haie,Cui,,kwie,dhau,Co,,,,,,,moo,,,Co,,,,,!kxaine,!gwa,!kam,,,,,dham,!goo,jii,!kamnye,,caa,ka,,,,,,Ca
Masbatenyo,ako,,,,,,,,,dugo,tulaN,suso,,,,,magdayo,mamatay,aso,maginom,,taliNa,,,,mata,,kalayo,isda,,,,,,,,,,kamot,,magbati,,,,,,,dahon,,atay,,kuto,,,,,,Naran,,bago,gabi,iroN,,isad,dalan,tawo,,,,,,,magkita,,,panit,,,,,bituon,bato,,,,,,dila,Nipon,,duha,,tubig,kita,,,,,,ikaw
Mashco Piro,hita,,,,,,,,,hraha,hap3,sta,,,,,hina,hipna,kewe,haSroka,,xnako,,,,yhaLe,,zoSika,Sima,,,,kacepo,,,,,,myo,,xema,,hwa,,,soxi,,s3re,,hopna,,xepa,,,,mahka,,hiwaka,,herotu,hoyeCno,xri,,pa,hapo,yineru,,,,,,,heta,,,nikCimta,,,,,katahiri,sotL3,tkaCi,,,,,nn3,yhi,m3na,hepi,,ha,wity~a,,,,,,pity~a
Mashi Drc,nie,,,,,,,,,ko,vuha,bere,,,,,yiSa,fa,bw~a,5w~a,,rw~iri,,,,su,,liro,fi,,,,,,,,,,fune,,yumv~a,,hemb~e,,,dw~i,,kasi,,diku,,da,,,,tond~o,,zino,,hy~ahy~a,dufu,zulu,,guma,Zira,nt~u,,,,,,,bona,,,hu,,,,,5e5ezi,buye,zuba,,,,,limi,ino,ri,biri,,iSi,rw~e,,,,,,we
Mashi Nigeria,,,,,,,,,,Ng~um,3nk~Env~a,bEn,,,,,b3,gb~E,bw~E,mu,,th~u,,,,TEr,,bo,bi3,,,,,,,,,,ban,,Tok,,th~u,,,,,Ti,,,,fiNk~aNba,,,,,,TE,,,Co,ju,,mu,jE,3,,,,,,,mE,,,gor,,,,,,,To,,,,,li,gira,ti,bif3,,gw~o,,,,,,,
Mashi Zambia,ame,,,,,,,,,5iNg~a,Soko,ele,,,,,keya,fa,bw~a,nw~a,,tw~i,,,,8iho,,dilo,8i,,,,,,,,,,oko,,yuba,,5iya,,,nw~i,,muna,,hudi,,na,,,,,,8ina,,,8iku,yulu,,,kuNw~a,nu,,,,,,,mona,,,tumb~a,,,,,tuNgw$e8i,we,yuwa,,,,,dimi,eo,tond~o,,,eyu,atw~e,,,,,,owe
Mashyoo,m3,,,,,,,,,,xua,,,,,,nc~3,,va,mina,,ti,,,,i,,Sia,co,,,,Ty~a,,,,,,,,,,,,,buo,,kai,,kina,,sina,,,,,,,,,Si,muni,,mo,buo,mu,,,,,,,mui,,,poi,,,,,Ng~a5Ng~a5,,,,,,,nim,in,te,,,pei,se,,,,,,Z3
Masiri,ia7u,,,,,,,,,rea,buku,CiCi,,,,,bund~o,mate,mant~oa,poroku,,toliNa,,,,mata,,api,kent~a,,,,momp~ono,,,,,,lima,,porodoNo,,tand~u,,,Cu7u,,ro7o,,hate,,CuCu,,,,gunu,,Nea,,bukou,rond~oa,No7o,,ame7ea,lala,mia,,,,,,,po7ita,,,kuli,,,,,kalipopo,loko,holeo,,,,,lela,Ni7i,sau,dodua,,we7e,iNg~ita,,,,,,iso7o
Masiwang,ya,,,,,,,,,lawa,lui,susi,,,,,slot,mata,yasav,inav,,talika,,,,mata,,yafav,ian,,,,,,,,,,nima,,loka,,,,,,,ai lan,,yata,,kutin,,,,,,nala,,vavoi,maenin,ili,,san,lolan,mans~ia,,,,,,,a,,,kurit,,,,,toin,vatav,,,,,,meli,nifa,,lua,,wai,ita,,,,,,ana
Maskelynes,kinau,,,,,,,,,nd~ariNa,mb~elasu,susu,,,,,Ng~omai,mat,lipax,mini,,nd~ariNa,,,,meta,,xamb~,iex,,,,,,,,,,bela,,seseloN,,,,,komb~,,lute,,mamb~,,xut,,,,bexux,,xesa,,bebeu,nalimariNk~u,xunusu,,sua,pisal,nebanuan,,,,,,,risi,,,xurx~emb~e,,,,,meso,bat,metial,,,,,mea,ribo,xai,ru,,,kind~ato,,,,,,kaiuNk~u
Mataco,oLam,,,,,,,,,woyis,Lile,,,,,,ho,"t""in",asinax,tuxw,,Cote,,,,te,,Let,wahat,,,,poyex,,,,,,kw~e,,lat,,Cu,,,kamkyete lekala,,wole,,tanek,,Lo,,,,tai5i,,Ley,,,honax,nus,,wenyaLa,nayex,"t""esan",,,,,,,wen,,,"t""ax",,,,,kates,lei,fw~ala,,,,,kaxLiCu,,hala,takw~,,inat,namel,,,,,,a
Matanangnga,kado7,,,,,,,,,rara,buku,susu,,,,,,,asu,,,taliNa,,,,mata,,api,bale,,,,,,,,,,lima,,,,tEndu7,,,kuttu7,,dauN,,ate,,kutu,,,,buttu,,,,bakaru,,puduN,,,taNalalaN,tau,,,,,,,,,,lollo7,,,,,bittoeN,batu,mata allo,,,,,lila,isi,to7,,,uhai,kita7,,,,,,iko
Matbat,yak,,,,,,,,,pew,bom,su,,,,,bot,mat,yem,nanim,,Nabin,,,,mana,,yap,yin,,,,fon,,,,,,mata,,noN,,sop,,,wetapuk,,dan,,tay,,wut,,,,hel,,,,waw,kam,mabay,,tem,ma,mat,,,,,,,neN,,,may,,,,,na,pat,la,,,,,para,pata,hay,lu,,yi,yat,,,,,,yaw
Matepi,sEg,,,,,,,,,ti,EpE,awa,,,,,bi,naum,p3l,,,dahu,,,,amu,,eim,silav,,,,am so,,,,,,,,do,,,,,gatE,,,,uru aug,,mi,,,,manu,,wani,,yor,tup3na,nomE,,olog,ih,,,,,,,,ab,,,garE,,,,,f3l,,uh,,,,,nim3ru,,3s,wEr3r,,lE,ig,,,,,,nEg
Matindor Mahali,in,,,,,,,,,mayom,jaN,,,,,,hEju7,goit,SEta,nu,,lutur,,,,mEt,,SENgEl,hako,,,,pEreit,,,,,,ti,,anjom,,SiNgi,,,gunth~i,,Sakam,,,,,,,,buru,,nutum,,nawa,nind3,mu,,mit,guli,hor,,,,,,,lEl,,,harta,,,,,ipil,dh~iri,Candu,,,,,alaN,data,darE,baria,,da7,abu,,,,,,am
Matis,3nbi,,,,,,,,,imi,wiSpo,Suma,,,,,Co,,wapa,ak,,papuSan,,,,b3du,,m3Ste,Capa,,,,kubudap,,,,,,m3k3n,,kuak,,pais,,,danb3du,,p3i,,takua,,Ca,,,,udukute,,an3,,paSa,im3d,d3S3n,,epapa,bai,,,,,,,,,,,bici,,,,,wispa,meko,tanun,,,,,ana,S3ta,iwi,dab3dpa,,waka,nuki,,,,,,minbi
Matlatzinca San Francisco Oxtotilpan,kaki,,,,,,,,,Ch~ihabi,k7~aro,Cu7u,,,,,kwh$a,tuwi,sini,si,,Ch~3,,,,,,Ch~uta7a,,,,,nuti,,,,,,ye,,t7~3ti,,santenu,,,num3ni,,mh~i,,C7~imph~owi,,t7~o,,,,h3s7~i,,Su,,mh~uy3,S3ni,maSi,,rawi,ru,C7~amo,,,,,,,th~e,,,Sipari,,,,,manse7e,to,Ch~utata,,,,,Ch~uni,sibi,sa,tenowi,,tawi,kakh~owi,,,,,,kaC7~i
Matlatzinca San Francisco Oxtotilpan 2,kaki,,,,,,,,,Cihabi,"k""aro",Cu7u,,,,,pari,tatuwi,sini,stawi,,C3,,,,ta,,Cuta7a,,,,,,,,,,,ye,,"t""3ti",,,,,num3ni,,nimhi,,p3ti,,a,,,,,,Su,,mhuye,S3ni,maXi,,rawi,ru,,,,,,,,yhe,,,Sipari,,,,,manse7e,to,Cutata,,,,,Cuni,sibi,sa,tenowi,,intawi,kakwewi,,,,,,kaCi
Matngala,Nuru,,,,,,,,,ty~ErNu5,pety~,kEyuN,,,,,,,ty~amar,,,piyawur,,,,tun,,yim,,,,,pimpiyu,,,,,,memek,,,,,,,pENkar,,tempel,,terker,,,,,,,,ni,,kiyaN,NEty~,ty~inin,,nempEyu,,,,,,,,,,,,karala,,,,,milan,pawar,mErEr,,,,,Nener,Nat,yim,kurunty~Eyu,,wuk,NerEmarar,,,,,,waNari
Mato,No,,,,,,,,,sip,totuo,su,,,,,mo,moti,komo,nuN,,toNonliono,,,,moxo,,yop,soN,,,,boxogi,,,,,,rimo,,luNu,,solom,,,kiotuxuno,,lono,,oti,,girok,,,,bimb~i,,iono,,houno,yomb~oN,yuNx~o,,toininou,doxoNo,lipu7,,,,,,,bogu,,,soNgo,,,,,hotuN,sioN,xoidop,,,,,mono,woino,xoi,luwo,,loN,kiro,,,,,,uN
Mato No Uwe,ind~a7u,,,,,,,,,xea,buku,CiCi,,,,,bund~o,mate,,poroku,,toliNa,,,,mata,,api,isa,,,,momp~ono,,,,,,lima,,pend~oNo,,tand~u,,,Cu7u,,xo7o,,hati,,CuCu,,,,gunu,,Nia,,baru,morond~o,No7o,,amea,lala,mia,,,,,,,ita,,,sili,,,,,biCuko,baCu,holeo,,,,,ela,Ni7i,sua,dorua,,e7e,ikita,,,,,,iso7o
Matoko Bomitaba,,,,,,,,,,loNg~o,kua,bEle,,,,,yez,wey,mv~a,5w~e,,toi,,,,iso,,ya,sw~e,,,,tond~i,,,,,,a5a,,wok,,seke,,,boNg~o,,aNg~o,,bale,,mv~ua,,,,kozi,,komb~o,,5akune,kolo,olo,,yo,zela,,,,,,,,yen,,,koto,,,,,teyi,,moi,,,,,lemu,ino,laNg~e,be,,mai,,,,,,,
Matorisch,men,,,,,,,,,kem,le,kinCu,,,,,toi,xadaybaga,ben,ersu,,gu,,,,simide,,tui,xallE,,,,amamolCye,,,,,,iri,,5undyam,,amde,,,isin,,nembE,,ondar,,inCi,,,,bie,,nimmede,,nara,inde,hie,,op,ede,,,,,,,,kondorgom,,,ko,,,,,kinSikei,hilE,xaya,,,,,ki,time,hE,kidde,,bu,mendya,,,,,,tan
Matses,ebi,,,,,,,,,inta,kanidte,,,,,,Co,,,a,,pabiate,,,,eSe,,kw~ete,nuekit,,,,,,,,,,medante,,tanteo,,,,,daneS,,,,isese,,,,,,kw~ete tayun nimedu,,,,Cukambo,enCeS,debiate,,abence,,,,,,,,,is,,,bici,,,,,wispa,kw~enote,badiadan CeNkekit,,,,,anusudte,Seta,kwete,daed,,piute,noki,,,,,,mibi
Mattole,Si,,,,,,,,,celin,"c""in","c""o7",,,,,,diN,"naL""i",,,Cix,,,,na7,,"koN""","Lok""eh",,,,biN,,,,,,la7,,"c""a7",,de7,,,gwoL,,"t""aN""",,,,ya7,,,,,,xi*7,,,Cagwolxin,nCi*x,,laiha7,teniN,gaten,,,,,,,iN,,,,,,,,"ciN""",ce,CiNxa7,,,,,sastan,xwo7,Cy~iN,nakeh,,to7,nohniN,,,,,,niN
